LABEL,RR,DET,LMAX,ENT,LAM,TT,VMAX,RATIO,AN,DIV,AD
B,0.887659552871317,28.8450543167524,77,2.2464253562154,19.6255002858776,3.61315789473684,8,32.4956276575261,1303.30974309258,0.012987012987013,5.6685393258427
B,0.335067409331321,39.405487804878,49,2.27490716848864,8.19359756097561,3.25757575757576,6,117.604657174859,1351.87100103199,0.0204081632653061,5.38541666666667
B,1.27913976656768,26.4688543918255,96,2.20381932052334,27.1664374140303,3.56774193548387,9,20.6926991745785,1270.98006993007,0.0104166666666667,6.09502262443439
B,1.26832441086706,30.5522682445759,90,2.47308924651121,25.6508875739645,3.44960212201592,7,24.0886858147668,1267.29820254274,0.0111111111111111,5.95769230769231
B,0.720573678594276,28.2958199356913,36,2.44604691699659,20.3286888174348,3.48012232415902,9,39.2684617496602,1118.93557341125,0.0277777777777778,5.5
B,7.97210358716206,53.9197871373872,701,1.83746982387426,69.1933285742099,4.22132039988122,26,6.7635582688887,1234.34328880407,0.0014265335235378,4.25858534085085
B,8.54146564814408,60.6802144219995,1243,2.05358908498484,75.3384415033768,4.47893410154843,35,7.10419229224253,1226.33420528522,0.00080450522928399,4.46434937611408
B,6.99946280937594,61.2631500131032,1235,2.01529386427168,76.4741117891505,4.45761047463175,18,8.75255025729115,1189.34893336749,0.000809716599190283,4.49931262029145
B,22.4840959203266,72.2585867117117,1231,2.31233357215697,86.3674221096096,5.18459967607915,39,3.21376438562454,1255.93415168173,0.000812347684809098,4.49956172388605
B,1.0910801307754,41.1542991755006,176,2.07954859871992,26.8551236749117,3.40298507462687,8,37.7188604344334,1256.40398439105,0.00568181818181818,7.43404255319149
B,4.62340280334954,33.5816026965315,223,1.89098567967692,47.0234859193215,3.8917885264342,14,7.26339540915674,1351.60483574244,0.00448430493273543,4.8107476635514
B,4.38357340660756,35.9739586334044,248,2.10716860788858,49.5218067638417,4.39106002554278,19,8.20653729196805,1202.39535206961,0.00403225806451613,4.85159285159285
B,4.24989097526552,40.3122782114975,147,2.17621018461746,53.0577241542465,4.06571493315205,26,9.4854852621199,1287.40509721193,0.00680272108843537,5.01176470588235
B,16.2095587357404,75.7260928220317,321,2.91376585864533,85.5665307261704,6.7020100807676,60,4.67169366276847,1109.04232186732,0.00311526479750779,5.71972358866245
B,6.43535628502802,67.6805478143164,350,2.42314911629966,78.1053427820686,5.18870669135149,34,10.5169853566269,1187.32933224566,0.00285714285714286,5.01031535514294
B,3.68368312216814,58.593479615145,253,2.18454852806469,67.4984425832353,4.21231101511879,19,15.9062214832035,1168.31618403158,0.00395256916996047,4.98234255444379
B,11.8501758922397,78.8053705465694,359,3.00700593152883,85.673961306692,6.09041034119946,47,6.65014353062696,1257.93031068083,0.00278551532033426,6.0104821802935
